,Title,count
1682,HVAC CNTRL TCHN,14
515,BENEFITS ANL 1,14
1433,FINANCIAL SVC MGR 2,14
239,ANESTHETIST NURSE PD,14
1661,HR MGR 3,14
545,BLANK APPR,14
3346,TELEMETRY TCHN PD,14
1118,DEV TCHN 2,14
3216,STOREKEEPER PD,14
568,BROADCAST COMM SPEC 3,14
1653,HR GENERALIST 1,14
2611,PROJECT POLICY ANL 4 GF,14
2295,PAT CARE TCHN PD,14
2584,PROFL ENGR 3,14
1849,LANDSCAPE GROUNDS SUPV 2,14
1822,LAB INSTRUCTION SUPV 1,14
1991,MED AST 1 PD,14
120,ADMIN AST 2,14
2947,RSCH CMPLNC ANL 5,14
997,CTRL HEAT COOLING PLT OPR,14
2542,PROCUREMENT MGR 1,14
2986,SCRTY SUPV 1,14
2301,PAT ESCORT SR,14
753,CLIN IMG IT SPEC 3,14
3024,SOCIAL WORKER 1,14
1243,EMERGENCY MED TCHN SR,14
901,COMM AND NETWORK TCHL MGR 1,14
3417,USER EXP DESIGNER 2,14
2270,PARKING SUPV SR,14
2115,MRI TCHNO LD,14
1882,LEOP/LWR TUTOR,14
1043,CYTO TCHNO,14
1803,K to 14 ACAD PREP MGR 1,14
1823,LAB INSTRUCTION SUPV 2,14
1956,MARINE MECHN SR,14
3109,STDT ACAD MGR 1,14
1539,GOVT REL SPEC 5,14
2408,PHLEBOTOMIST PD,15
2723,RAD THER TCHNO PD,15
504,BEH HEALTH PSYCHIATRIC MGR 1,15
2846,REHAB SVC SPEC 4,15
472,AUDIT PROFL 2,15
1502,FUNDRAISING MGR 4,15
2893,RESIDENTIAL SVC MECH,15
905,COMM AND NETWORK TCHL SUPV 2,15
907,COMM MGR 2,15
912,COMM SPEC 5,15
942,CONST INSP SR,15
362,ASSOC UNIV LIBRARIAN,15
3355,THEATER PROD SPEC 2,15
2080,MEETING ROOM CAPTAIN 2,15
3041,SPEECH PATHOLOGIST EX,15
3165,STDT LIFE DEV MGR 2,15
2136,MUSICIAN 3,15
1595,HEALTH TCHN 4 NEX,15
1211,EHS SUPV 2,15
2780,RECR PRG LEADER 2,15
1811,K to 14 ACAD PREP SUPV 2,15
2742,RADLG TCHNO SR PD,15
3419,USER EXP DESIGNER 4,15
2692,PULMONARY TCHN 1,15
531,BENEFITS SUPV 2,15
3095,STDT 2 NON UC,15
1635,HOSP MED TRANSCRIBER SR,15
190,AGRICULTURE SUPV 1,15
3061,SR LECT SOE-AY-B/E/E,15
1542,GRADUATE RESEARCH FELLOW,15
130,ADMIN NURSE 2 NEX,15
1745,INTERCOL ATH HEAD COACH EX,16
3415,UNCLASSIFIED SR MGR CT,16
66,ACCOUNTING MGR 2,16
2523,PRG REPR SUPV,16
182,AEROSPACE ENGR 3,16
2239,ORTHOPEDIC TCHN SR,16
3375,TRANSIT SVC SUPV 1,16
197,ALUMNI EXTERNAL REL MGR 1,16
2511,PRACTICE CRD 1,16
1224,ELECTRN LD,16
2222,OPTICIAN,16
3350,TELEVISION TCHN,16
2308,PAT NAVGTR NON-CLIN 4,16
2225,OPTOMETRIST EX,16
1172,EDITOR PRN,16
31,ACADEMIC ADMINISTRATOR IV,16
3402,TUT-NON GSHIP/NON REP,16
2567,PROF IN RES-FY,16
2028,MED CTR PARKING AST,16
2548,PROD CNTRL ANL 2,16
2190,NURSERY TCHN SR,16
2739,RADLG TCHNO PRN PD,16
3159,STDT INTRA SPORTS WKSTY,16
3209,STF PHYSCN,16
1090,DEMO TEACHER-CONTINUING,16
1073,DEAF TRANSLATOR INTERPRETER,16
2129,MUSEUM SCI PRN,16
518,BENEFITS ANL 4,16
2370,PERINATAL TCHN 2,16
2397,PHARMACY TCHN 1 PD,16
2908,RET CUSTOMER SVC REPR 2,16
499,BEH HEALTH CNSLNG SUPV 2,16
2965,RSDT ADVISOR 2,16
3039,SPEECH PATHOLOGIST 2,16
1480,FOOD SVC MGR PRN,16
482,AUTO EQUIP OPR,16
2197,OCCUPATIONAL THER 3 EX,16
2148,NON EVALUATED MSP,16
811,CLIN PROFL SVC MGR 4,16
1518,GENETIC CNSLR 2 NEX,16
1048,CYTOGENETIC TCHNO 2,16
1560,GSR-TUIT & FEE REM-UCSD-GRP G,16
2086,MENTAL HEALTH THER 1,16
642,CAREER SVC SUPV 2,16
3459,VIS ASSOC RES,17
3062,SR LECT SOE-AY-LAW,17
1006,CTRL SVC TCHN LD 3,17
3050,SPIRITUAL CARE HC SPEC 2,17
2730,RADLG SVC MGR 1,17
1028,CUSTODIAN LEADER SR,17
345,ASSOC PROJ SCIENTIST-FY NEX,17
92,ACUPUNCTURIST 3,17
2005,MED CTR CUSTODIAN LD,17
1293,ENTERPRISE RISK MGT ANL 3,17
838,CLIN SPEC NEX,17
2980,SCENE TCHN SR PD,17
2710,QLTY IMPV HC SPEC 2,17
2829,REGL AND CMPLNC HC SPEC 3,17
2983,SCRTY GUARD SR SUPV,17
28,ACADEMIC ADMINISTRATOR II,17
1318,EVENTS SUPV 2,17
15,ACAD HR ANL 5,17
1874,LECTURER,17
3516,WRITER EDITOR 4 GF,17
1253,EMPLOYEE REL REPR 3,17
1258,EMPLOYMENT MGR 1,17
2085,MENTAL HEALTH PRACT SR,17
400,ASST PROF-FY,17
2189,NURSERY TCHN,17
1687,HVY DUTY EQUIP TCHN,17
2330,PAT SUPP AST PD,17
510,BEH HEALTH PSYCHIATRIC PROFL 4,17
3115,STDT ACAD SUPV 2,17
2043,MED INTERPRETER PD,17
3281,SYS ADMSTN MGR 1,17
1417,FINANCIAL ANL 4 GF,17
1658,HR GENERALIST 5,17
1421,FINANCIAL ANL MGR 3,17
2904,RESP THER 3,17
192,AGRON AES,17
1412,FINANCIAL AID SUPV 2,17
2057,MED OFC SVC CRD LD 3,17
1725,INSTITUTIONAL RSCH ANL 2,17
178,ADVOCATE 3,17
3315,TCHL PROJECT MGT PROFL 5,17
616,CAMP CNSLR L3,17
2987,SCRTY SUPV 1 HC,18
2889,RESID PHYS/SUBSPEC 4-8/REP-OV,18
2602,PROJ SCIENTIST-FY NEX,18
2375,PERSONNEL ANL PRN 2,18
3229,STRAT SOURCING PROFL 3,18
2453,PHYSCN NETWORK DEV SPEC 4,18
2914,REVENUE CYCLE HC MGR 1,18
2753,REAL ESTATE OFCR 3,18
2445,PHYSCN AST PD,18
3142,STDT DISABILITY SPEC 4,18
3075,SRA 4 SUPV,18
3136,STDT CLIN,18
3250,SUPV TEACHER ED-AY-CONTINUING,18
3141,STDT DISABILITY SPEC 3,18
0,ABLE SEAMAN 2,18
541,BIOMED EQUIP TCHN 1,18
310,ASSOC CLIN PROF-VOL,18
1975,MASON,18
1711,INFO SYS ANL 5,18
707,CHILD LIFE SPEC 2 NEX,18
235,ANESTHESIA TCHN 3,18
1460,FLD WK SUPV-FY,18
1390,FIELD RESEARCHER 3,18
1377,FACULTY CONSULTANT,18
359,ASSOC SPECIALIST COOP EXT,18
961,CONTRACTS AND GRANTS MGR 2,18
995,CT TCHNO PD,18
1000,CTRL STERILE SUPV 1,18
2276,PAT ACCESS SVC SUPV 2,18
1029,CUSTODIAN PD,18
1886,LIBRARIAN-POTNTL CAREER STATUS,18
16,ACAD HR MGR 1,18
19,ACAD HR SUPV 2,18
1097,DENTIST SR,18
1188,EEG TCHNO SR,18
1126,DIETITIAN 1 EX,18
1045,CYTO TCHNO SR,18
1648,HOUSE SHIFT ADMIN 5 NEX,18
1173,EDITOR SR,18
3011,SKLD CRAFTS TRADES MGR 1,19
1089,DEMO TEACHER,19
913,COMM SUPV 2,19
1120,DEV TCHN 4,19
1030,CUSTODIAN PRN SUPV,19
2424,PHYS PLT SUPT,19
604,BUS TCHL SUPP SUPV 1,19
2943,RSCH CMPLNC ANL 1,19
2121,MUSEUM EDUCATOR 1,19
2725,RADLG AST 1,19
2003,MED CTR COOK SR,19
2203,OILER OPR 2,19
3280,SYS ADM 5,19
1292,ENTERPRISE RISK MGT ANL 2,19
3129,STDT AFFAIRS OFCR 5,19
2492,POLICE SERGEANT,19
1702,INFECTION PREVENTION CRD 4,19
2560,PRODUCT DEV PROFL 3,19
3461,VIS ASST PROF-HCOMP,19
1985,MATERIALS MGT HC SUPV 1,19
1867,LECT-AY-1/10-CONTINUING,19
1728,INSTITUTIONAL RSCH ANL 5,19
1881,LEGAL SVC ADVISOR 2,19
351,ASSOC RES-FY-B/E/E,19
916,COMPENSATION ANL 4,20
3043,SPEECH PATHOLOGIST PD,20
3000,SHEETMETAL WORKER,20
2036,MED CTR STOREKEEPER LD,20
2320,PAT REL PROFL 3,20
807,CLIN PROF-VOL,20
1208,EHS SPEC 5,20
736,CLIN DOC SPEC 3,20
1963,MARKETING MGR 1,20
729,CLIN APPLICATIONS PROFL 5,20
2388,PHARMACIST SR SUPV,20
373,ASST ADJ PROF-AY-B/E/E,20
250,ANL 3,20
2640,PSYCHOLOGIST 3,20
1842,LABORER LD,20
2194,OCCUPATIONAL THER 2 EX,20
2198,OCCUPATIONAL THER 3 NEX,20
40,ACADEMIC COORD II-AY,20
2303,PAT NAVGTR CLIN 4,20
2455,PHYSCN SHS 5 LIMITED HOURS,20
2053,MED OFC SVC CRD 2 PD,20
3240,STY ENGR,20
353,ASSOC RES-FY-NON REP,20
107,ADJ. PROF,20
2354,PAYROLL SUPV 2,20
3463,VIS ASST PROJ SCIENTIST NEX,20
402,ASST PROF-SFT-VM,20
2066,MED STF SVC SPEC 2,20
3474,VIS RES,21
142,ADMIN STIPEND,21
3486,VOC NURSE SR SUPV,21
1216,ELECTR TCHN,21
1232,ELEVATOR MECH,21
170,ADV OFCR 1,21
3453,VICE PROVOST,21
2579,PROF-FY-B/E/E,21
2830,REGL AND CMPLNC HC SPEC 4,21
411,ASST RES-FY NEX,21
1996,MED AST PD,21
2666,PUBL EVENTS MGR,21
340,ASSOC PROF-SFT-VM,21
1114,DEV ENGR PRN,21
2266,PARKING REPR LD,21
611,BUYER 4,21
626,CARDIOVASCULAR TCHN,21
3157,STDT INTERN PD,21
1113,DEV ENGR JR,21
3380,TRANSPLANT CRD 1,21
2135,MUSICIAN 2,21
1400,FIN ANL PRN 1,21
721,CLIN APPLICATIONS MGR 2,21
1628,HOSP LAB TCHN 2 PD,22
1306,ETHICS AND CMPLNC PROFL 5,22
1325,EXEC ADVISOR MGR 3,22
2077,MEDIA COMM SPEC 4,22
2572,PROF OF CLIN-SFT-VM,22
1652,HR AST 3,22
1848,LANDSCAPE GROUNDS SUPV 1,22
1571,HEALTH EDUCATOR 4,22
2700,QA RELEASE MGT ANL 4,22
2623,PROSPECT RSCH SPEC 3,22
2762,RECALL TEACHING NON-SENATE,22
1170,EDITOR,22
1476,FOOD SVC MGR 2,22
1007,CTRL UTILITY PLT OPR,22
581,BUS DEV HC PROFL 4,22
2290,PAT CARE DIALYSIS TCHN 1,22
963,CONTRACTS AND GRANTS SUPV 1,22
584,BUS INTEL SPEC 2,22
971,COOK PD,22
2139,MUSICIAN SR,22
812,CLIN REGIS ANL 2,22
65,ACCOUNTING MGR 1,22
216,AMBUL CARE ADMSTN MGR 3,22
341,ASSOC PROJ SCI-FY NON REP,22
1349,FAC MGR 2,23
1391,FIELD RESEARCHER 4,23
1659,HR MGR 1,23
2335,PAT SUPP SVC SUPV 1,23
2196,OCCUPATIONAL THER 2 PD,23
3201,STERILE PROCESSING TCHN 1 PD,23
1112,DEV ENGR AST,23
3045,SPEECH PATHOLOGIST SR NEX,23
1590,HEALTH PROFNS EDUC SUPV 1,23
2675,PUBL INFO REPR SR,23
259,APPLICATIONS PROGM MGR 2,23
2912,REVENUE CYCLE HC ANL 4,23
2041,MED INTERPRETER 1,23
3397,TRUCK DRIVER,23
1084,DECISION SUPP SPEC 3,23
3451,VICE CHAN ASC,23
1009,CURATOR 4,23
2604,PROJ SCIENTIST-FY-B/E/E,23
1159,DOSIMETRIST SR,23
1700,INFECTION PREVENTION CRD 3,24
1596,HIGH VOLT ELECTRN,24
497,BEH HEALTH CNSLNG MGR 1,24
1904,LIBRARY SUPV 2,24
2655,PUBL EDUC SPEC 1,24
1906,LIFT TEAM TCHN 2,24
448,ATH PROFL 2 BYA,24
2300,PAT ESCORT PD,24
3307,TCHL PROJECT MGR 1,24
1737,INSTRUCTIONAL DESIGNER 4,24
153,ADMISSIONS RECRMT MGR 1,24
311,ASSOC COOP EXT ADVISOR,24
3352,TELEVISION TCHN SR,24
460,ATH TRAINER PD,24
1696,INDUSTRY ALLNS SPEC 4,24
2404,PHLEBOTOMIST CERT 1 PD,24
3522,ZONE MECH,24
1197,EHS MGR 2,24
2488,POLICE LIEUTENANT MGR 1,24
2430,PHYS THER 2 EX,24
1359,FAC PROJECT MGR 2,24
2848,REHAB SVC SUPV 2,24
2788,RECR SUPV 2,24
1413,FINANCIAL ANL 1,24
2934,RSCH ADM 5,24
1038,CUSTOMER SVC REPR 3,24
3083,STATISTICIAN,24
2871,RES-FY-B/E/E-NON REP,24
1121,DEV TCHN 5,24
3203,STERILE PROCESSING TCHN 2 PD,24
2021,MED CTR FOOD SVC WORKER PRN PD,24
2122,MUSEUM EDUCATOR 2,24
33,ACADEMIC ADMINISTRATOR V,25
2939,RSCH AND DEV ENGR 5,25
1890,LIBRARY AST 2,25
1767,IRRIGATION MECH,25
131,ADMIN NURSE 3,25
534,BIOINFORMATICS PROGR 1,25
1214,EHS TCHN SR,25
939,CONST INSP 4,25
1583,HEALTH PROFNS EDUC MGR 1,25
275,ARTIST,25
860,CMTY EDUC SUPV 2,25
3035,SPECIALIST NEX,25
3044,SPEECH PATHOLOGIST SR EX,25
826,CLIN RSCH MGR 1,25
2641,PSYCHOMETRIST,25
1432,FINANCIAL SVC MGR 1,25
3117,STDT ADVISOR MGR 1,25
492,BAKER,25
206,ALUMNI EXTERNAL REL SPEC 5,25
896,COMM AND NETWORK TCHL ANL 2,25
2291,PAT CARE DIALYSIS TCHN 2,25
2178,NURSE PRACT SUPV 2,25
2440,PHYS THER AST 2,25
2319,PAT REL PROFL 2,25
1930,LVN SUPV 1,25
2649,PUBL ADMSTN ANL SR SUPV,26
2635,PSYCHOLOGIST 1,26
1601,HISTO TCHNO 3,26
3113,STDT ACAD SPEC 4,26
1591,HEALTH PROFNS EDUC SUPV 2,26
1760,IP OFCR 2,26
3105,STDT ACAD ADVISOR 1,26
1910,LINEN SVC WORKER,26
385,ASST LIBRARIAN-POTNTL CAREER,26
87,ACT PROF-AY-LAW,26
3087,STATISTICIAN SR,26
2899,RESP CARE SPEC 4,26
3331,TEACHG ASST-NON GSHIP/NON REP,26
54,ACCOUNTANT 1,26
1155,DISCUSSION GROUP LEADER,26
2373,PERSONNEL ANL PRN,26
931,COMPUTING RESC MGR 3,26
972,COOK PRN,26
2964,RSDT ADVISOR,26
2109,MGT SVC OFCR 4,26
2765,RECORDS ANL 2,26
1410,FINANCIAL AID OFCR 4,26
2406,PHLEBOTOMIST CERT TCHN 2 PD,26
2902,RESP THER 1,26
777,CLIN LAB SCI SPEC SUPV SR EX,26
3235,STUDENT RESEARCH ASSISTANT III,26
238,ANESTHETIST NURSE,27
1323,EXEC ADVISOR MGR 1,27
2819,REGISTRAR SPEC 2,27
232,ANESTHESIA TCHN,27
2820,REGISTRAR SPEC 3,27
346,ASSOC PROJ SCIENTIST-FY-B/E/E,27
395,ASST PROF OF CLIN-SFT-VM,27
2670,PUBL EVENTS MGR SR,27
2210,OPHTHALMIC TCHN 1,27
1187,EEG TCHNO PRN,27
2803,REFRIGERATION MECH,27
1294,ENTERPRISE RISK MGT ANL 4,27
727,CLIN APPLICATIONS PROFL 3 GF,27
1366,FAC PROJECT MGT SPEC 5,27
3099,STDT 3 NON UC,27
3073,SRA 3 SUPV,27
952,CONTINUING EDUCATOR III,27
3269,SVC ENGR,27
187,AGRICULTURAL TCHN PRN,27
3220,STOREKEEPING SUPV 1,27
186,AGRICULTURAL TCHN,27
37,ACADEMIC COORD I-AY,27
2536,PROCTOR SR,27
1319,EXAMING PHYSCN,27
2535,PROCTOR,27
1196,EHS MGR 1,28
2696,QA CHEF 3,28
2153,NOTETAKER I - DISABLED STDNTS,28
449,ATH PROFL 3,28
415,ASST RES-FY-NON REP,28
3353,TEMPORARY HELP,28
241,ANESTHETIST NURSE SR EX,28
2192,OCCUPATIONAL THER 1 PD,28
11,ACAD HR ANL 1,28
512,BEH HEALTH PSYCHIATRIC SUPV 2,28
3126,STDT AFFAIRS OFCR 3 SUPV,28
953,CONTRACT ADM 2,28
1481,FOOD SVC MGR SR,28
2553,PRODUCER DIR,28
2104,MGT SVC OFCR 1 SUPV,28
3517,WRITER SR,28
1862,LECT SOE-AY-B/E/E,28
2019,MED CTR FOOD SVC WORKER PD,28
1796,K TO 12 EDUCATOR 2,28
1213,EHS TCHN PRN,28
3076,SRA 5,28
775,CLIN LAB SCI SPEC PD,28
162,ADMISSIONS RECRMT SUPV 2,29
1675,HS CLIN INSTR-FY,29
2634,PSYCHIATRIC TCHN SR,29
2348,PAYROLL ANL 3,29
2138,MUSICIAN PRN,29
3094,STDT 2 ANR,29
1503,GARDENER GROUNDSKEEPER,29
3022,SOCIAL WORK HC SUPV 2,29
34,ACADEMIC ADMINISTRATOR VI,29
30,ACADEMIC ADMINISTRATOR III,29
2961,RSCH GNT PRG OFCR 4,29
1018,CUSTODIAL HC SUPV 1,29
1059,DATA SYS MGR 1,29
2907,RET CUSTOMER SVC REPR 1,29
594,BUS SYS ANL 5,29
3311,TCHL PROJECT MGT PROFL 2,29
1264,EMPLOYMENT REPR 4,29
2262,PARKING OPS ENFORCEMENT SUPV 1,29
2563,PROF EMERITUS(WOS),29
990,COURSE AUTHOR-UNEX,30
2191,OCCUPATIONAL THER 1 NEX,30
485,AUTO TCHN,30
2617,PROJECT POLICY ANL SUPV 2,30
2116,MRI TCHNO PD,30
1478,FOOD SVC MGR AST,30
768,CLIN LAB MGR 1,30
2258,PARKING AST,30
1147,DIRECTOR I,30
720,CLIN APPLICATIONS MGR 1,30
48,ACCESS REPR,30
1324,EXEC ADVISOR MGR 2,30
3288,SYS INTEGRATION ENGR 3,30
2448,PHYSCN DIPLOMATE SR,30
251,ANL 4,30
188,AGRICULTURAL TCHN SR,30
1598,HISTO TCHNO 1,30
403,ASST PROJ SCI-FY NON REP,30
2275,PAT ACCESS SVC SUPV 1,31
1828,LAB PROCESSING SUPV 1,31
2421,PHYS PLT MECH SR,31
1588,HEALTH PROFNS EDUC SPEC 4,31
3382,TRANSPLANT CRD 3,31
547,BLANK AST 1 PD,31
2285,PAT BILLER 2,31
559,BLDG MAINT WORKER LD,31
1200,EHS SPEC 1 EX,31
2185,NURSE SVC MGR 3,31
2125,MUSEUM PREPARATOR PRN,31
2647,PUBL ADMSTN ANL PRN SUPV,31
316,ASSOC FLD PROG SUPV,31
3452,VICE CHAN AST,31
1530,GI ENDOSCOPY TCHN 3,31
796,CLIN NURSE OR ADV PRACT SPEC 5,31
947,CONTINUING APPT-TEMP AUG,31
58,ACCOUNTANT 4,31
3261,SURVEY WORKER,31
2211,OPHTHALMIC TCHN 2,31
1474,FOOD SVC MGR,31
2603,PROJ SCIENTIST-FY NON REP,31
173,ADV OFCR 4,31
1115,DEV ENGR SR,31
1426,FINANCIAL SVC ANL 1,31
1763,IP OFCR 4,32
1169,ECHOCARDIOGRAPHIC TCHN SR,32
474,AUDIT PROFL 4,32
2791,RECR SUPV SR,32
1695,INDUSTRY ALLNS SPEC 3,32
6,ACAD ACHIEVEMENT CNSLR 4,32
1469,FOOD SVC HC SUPV 1,32
97,ADJ INSTR-HCOMP,32
2807,REG DIETETIC TCHN,32
1903,LIBRARY SUPV 1,32
1795,K TO 12 EDUCATOR 1,32
954,CONTRACT ADM 3,32
1066,DATABASE ADM 3,32
950,CONTINUING EDUCATOR II,33
869,CMTY HEALTH PRG REPR SR,33
1744,INTERCOL ATH COACH AST EX,33
1827,LAB MECHN SR,33
1920,LOCKSMITH,33
1310,EVENTS SPEC 1,33
732,CLIN CARE PARTNER PD,33
839,CLIN SPEC SUPV EX,33
473,AUDIT PROFL 3,33
1806,K to 14 ACAD PREP SPEC 1,33
552,BLANK AST 3 PD,33
2929,RSCH ADM 1,33
1714,INFO SYS MGR 3,33
3366,TRAINER 2,34
1305,ETHICS AND CMPLNC PROFL 4,34
2294,PAT CARE TCHN,34
1894,LIBRARY AST 5,34
3289,SYS INTEGRATION ENGR 4,34
1706,INFO SYS ANL 1,34
2035,MED CTR STOREKEEPER AST,34
647,CARPENTER LOCKSMITH,34
1946,MAMMOGRAPHY TCHNO,34
1014,CURRICULUM PLNR 3,34
128,ADMIN MGR 4,34
1501,FUNDRAISING MGR 3,34
3211,STIPEND-OTH POST-MD TRAIN,34
586,BUS INTEL SPEC 4,34
1314,EVENTS SPEC 4,34
663,CATH LAB RADLG TCHNO,35
3230,STRAT SOURCING PROFL 4,35
2042,MED INTERPRETER 2,35
2006,MED CTR CUSTODIAN PD,35
1218,ELECTR TCHN SR,35
885,COACH SPEC,35
2595,PROGR ANL 3 SUPV,35
2002,MED CTR COOK PD,35
224,AMBUL CARE PAT SUPV 1,35
248,ANL 2,36
2919,REVENUE CYCLE HC SUPV 2,36
247,ANL 1,36
1398,FIN ANL,36
1429,FINANCIAL SVC ANL 4,36
2151,NON-PHYS CLIN TRAIN-GENL CAMP,36
2376,PERSONNEL ANL SR,36
1557,GSR-TUIT & FEE REM-UCSD-GRP D,36
766,CLIN INSTR-VOL,36
303,ASSOC ADJ PROF-FY,36
1983,MATERIALS MGT HC SPEC 3,36
3256,SURVEY RESEARCHER 2,36
466,AUDIOLOGIST SR EX,36
124,ADMIN CARE PARTNER,36
637,CAREER SVC SPEC 2,36
3418,USER EXP DESIGNER 3,36
360,ASSOC SPECIALIST NEX,36
2075,MEDIA COMM SPEC 2,36
3177,STDT RECR WKSTY,36
3120,STDT ADVISOR SUPV 2,36
2582,PROFESSOR OF LAW,37
2233,ORGANIZATIONAL CNSLT 5,37
598,BUS SYS ANL SUPV 2,37
3285,SYS ADMSTN SUPV 2,37
1023,CUSTODIAL SUPV 2,37
2592,PROGR ANL 2 SOD,37
3019,SOCIAL WORK ASC AST,37
2783,RECR PRG LEADER 3 BYA,37
1110,DEV ENGR ASC,37
337,ASSOC PROF-FY,37
21,ACAD PRG MGR 2,37
2389,PHARMACY MGR 1,37
2540,PROCUREMENT ANL 4,37
823,CLIN RSCH CRD SR EX,37
1664,HR SUPV 2,37
1180,EDUC TCHL SPEC 3,37
782,CLIN LIC SOCIAL WORKER PD,38
1124,DIETETIC AST,38
595,BUS SYS ANL MGR 1,38
2328,PAT SPECIALTY SVC TCHN,38
2432,PHYS THER 2 PD,38
1437,FINANCIAL SVC SUPV 2,38
3232,STUDENT (MISCELLANEOUS),38
1093,DENTAL HYGIENIST,38
1762,IP OFCR 3,38
2037,MED CTR STOREKEEPER SR,38
3146,STDT EVENTS WKSTY,38
1547,GROUNDSKEEPER LD,38
730,CLIN APPLICATIONS SUPV 2,38
1556,GSR-TUIT & FEE REM-UCSD-GRP C,39
1304,ETHICS AND CMPLNC PROFL 3,39
210,AMBUL CARE ADMSTN CRD 3,39
1042,CWSP-ON CAMPUS,39
1254,EMPLOYEE REL REPR 4,39
1086,DECISION SUPP SPEC 4,39
3291,SYS OPR,39
1003,CTRL SVC TCHN 1 PD,39
1931,LW&R INTRUCTOR I,39
2777,RECR PRG INSTR 1,40
3323,TEACHER-SPEC PROG-CONTINUING,40
2426,PHYS PLT SUPT SR,40
1969,MARKETING SPEC 4,40
2613,PROJECT POLICY ANL MGR 1,40
1839,LABOR REL REPR 4,40
1727,INSTITUTIONAL RSCH ANL 4,40
3188,STDT SVC MGR 1,40
3447,VETERINARIAN 3,40
2883,RESID PHYS I/REP-OV,40
1488,FOOD SVC WORKER PD,40
1543,GROUNDS EQUIP OPR,40
1146,DIRECTOR,40
56,ACCOUNTANT 3,40
2428,PHYS THER 1 NEX,41
2311,PAT RCDS ABSTRACTOR 2,41
3446,VETERINARIAN 2,41
1231,ELECTROCARDIOGRAPH TCHN SR,41
2170,NURSE CRD,41
1519,GENETIC CNSLR 3 EX,41
1245,EMERGENCY TRAUMA TCHN PD,41
633,CARE SUPV 2,41
1389,FIELD RESEARCHER 2,41
1826,LAB MECHN PRN,41
2787,RECR SUPV 1,41
1479,FOOD SVC MGR AST SUPV,41
889,COGEN OPR,41
2498,POLYSOMNOGRAPHY TCHNO SR,41
1408,FINANCIAL AID OFCR 2,41
967,CONVERSION JOB CODE,41
1348,FAC MGR 1,41
1575,HEALTH INFO CODER 3,41
960,CONTRACTS AND GRANTS MGR 1,41
1499,FUNDRAISING MGR 1,41
2685,PUBLICATIONS PROD SPEC 2,41
2468,PLNG SPEC 3,41
1774,IT ARCHITECT 4,41
1132,DIETITIAN PD,41
2395,PHARMACY SUPV 2,41
1035,CUSTODIAN SUPV,41
266,APPLICATIONS PROGR 5,41
3198,STEAMFITTER,41
1202,EHS SPEC 2 EX,42
1369,FAC SUPV 2,42
2909,REVENUE CYCLE HC ANL 1,42
2711,QLTY IMPV HC SPEC 3,42
543,BIOMED EQUIP TCHN 3,42
121,ADMIN AST 3,42
849,CMPTL AND DATA SCI RSCH SPEC 3,42
3184,STDT SVC ADVISOR 1,42
1526,GI ENDOSCOPY TCHN 1,42
3154,STDT HEALTH PHYSCN 5,43
502,BEH HEALTH COUNSELOR 3,43
3254,SURGICAL TCHN PRN,43
2433,PHYS THER 3 EX,43
2172,NURSE PRACT 1,43
258,APPLICATIONS PROGM MGR 1,43
222,AMBUL CARE PAT MGR 2,43
1643,HOSP UNIT SVC CRD PD,43
1818,LAB AST 4,43
3421,USHER,43
3464,VIS ASST RES,43
2944,RSCH CMPLNC ANL 2,43
102,ADJ PROF-AY-B/E/E,43
4,ACAD ACHIEVEMENT CNSLR 2,43
1322,EXEC ADVISOR 5,43
2901,RESP CARE SUPV 2,43
2265,PARKING REPR,44
117,ADMIN ANL SUPV NEX,44
2772,RECR COACH 3,44
605,BUS TCHL SUPP SUPV 2,44
1068,DATABASE ADM 4,44
955,CONTRACT ADM 4,44
1362,FAC PROJECT MGT SPEC 2,44
1491,FOOD SVC WORKER SR PD,45
3413,ULTRASOUND TCHNO SR PD,45
3034,SPECIALIST COOP EXT,45
738,CLIN DOC SPEC 4,45
716,CLERK PD,45
699,CHILD DEV CTR TEACHER 2 LD,45
2469,PLNG SPEC 4,45
1091,DENTAL AST,46
996,CT TCHNO SR,46
2214,OPS ROOM AST 2,46
3333,TEACHG FELLOW-NON GSHIP,46
2231,ORGANIZATIONAL CNSLT 3,46
261,APPLICATIONS PROGR 1,46
3193,STDT SVC SUPV 2,46
3036,SPECIALIST NON REP,46
2371,PERSONNEL ANL,47
3030,SPECIAL READER-UCLA-GSHIP,47
3134,STDT CAMP PRG OFFSITE,47
3234,STUDENT RESEARCH ASSISTANT II,47
2117,MRI TCHNO SR,47
3161,STDT IT WKSTY,47
96,ADJ INSTR-FY,47
55,ACCOUNTANT 2 EX,47
906,COMM MGR 1,47
1812,K-12 INSTRUCTOR-AY,47
1782,IT SCRTY ANL 3,47
1424,FINANCIAL ANL SUPV 2,47
1379,FARM LABORER,47
2699,QA RELEASE MGT ANL 3,47
2382,PHARMACIST 2 PD,48
2223,OPTOMETRIST 3,48
1368,FAC SUPV 1,48
422,ASST SPECIALIST COOP EXT,48
1013,CURRICULUM PLNR 2,48
215,AMBUL CARE ADMSTN MGR 2,48
1076,DEAN AST,48
3319,TCHN PRN,48
2380,PGY II PHARMACY RESID/NON REP,48
1656,HR GENERALIST 4,48
3028,SPEAKER-UNEX,48
159,ADMISSIONS RECRMT SPEC 4,49
2283,PAT BILL AND COLL SUPV 2,49
1134,DIETITIAN SR,49
857,CMTY EDUC SPEC 3,49
