title,category,secondary_category,source,rule_id,confidence,original_category,needs_review,review_notes,notes,is_health,uc_cto,uc_cto_name,uc_academic_group,family,level,successor_title,next_title,n_all,n_2025,n_2020,n_2010,first_year,last_year,avg_gross_all,avg_gross_2025
BUSINESS SYS ANALYSIS MGR 1,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,,,,,N,,,,BUSINESS SYS ANALYSIS MGR,1,,,4,0,0,2,2010,2011,88190.0,
BUSINESS/TECH SUPPORT MGR 1,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,,,,,N,,,,BUSINESS/TECH SUPPORT MGR,1,,,4,0,0,2,2010,2011,86555.0,
CAPITAL MARKETS FIN OFCR 5,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,CAPITAL MARKETS FIN OFCR,5,,,4,0,0,0,2014,2023,163223.0,
CAREER SERVICES MANAGER 1,Staff - Management,Student Services,claude,M-ROLE,high,,,,,N,,,,CAREER SERVICES MANAGER,1,,,4,0,0,2,2010,2011,97781.0,
CAREER SERVICES MANAGER 2,Staff - Management,Student Services,claude,M-ROLE,high,,,,,N,,,,CAREER SERVICES MANAGER,2,,,4,0,0,2,2010,2011,98370.0,
CAREER SERVICES SUPERVISOR 2,Staff - Professional & Supervisory,Student Services,claude,P-SUPV,high,,,,,N,,,,CAREER SERVICES SUPERVISOR,2,,,4,0,0,3,2010,2011,70000.0,
"CASE MANAGER, COMM SERVICES",Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,"CASE MANAGER, COMM SERVICES",1,,,4,0,0,2,2010,2011,34447.0,
CERT OCCUP THERAPY ASST PD,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,CERT OCCUP THERAPY,0,,,4,0,0,3,2010,2011,17579.0,
CHARGE DESC MGR 1,Staff - Management,"Administration, Analysis & Clerical",claude,M-ROLE,high,,,,,N,,,,CHARGE DESC MGR,1,,,4,1,0,0,2022,2025,244500.0,272478.0
CHARGE NURSE LOM-1,Health Care (Med Center & Clinical),Nursing,claude,H02,high,,,,,Y,,,,CHARGE NURSE LOM-1,1,,,4,0,0,0,2024,2024,25625.0,
CHF ADM OFCR SOM ME,Staff - Management,"Administration, Analysis & Clerical",claude,M05,medium,,,,Chief officer below SMG level,N,,,,CHF ADM OFCR SOM ME,1,,,4,1,0,0,2022,2025,538715.0,579156.0
CHF DEPUTY GENERAL COUNSEL,Senior Management Group,General Counsel / Campus Counsel,claude,S07,high,,,,Chapter 6 lists campus counsels as SMG,N,,,,CHF DEPUTY GENERAL COUNSEL,1,,,4,0,0,0,2014,2017,251635.0,
CHF INFO OFCR CAMPUS ME,Staff - Management,"Administration, Analysis & Clerical",claude,M05,medium,,,,Chief officer below SMG level,N,,,,CHF INFO OFCR CAMPUS ME,1,,,4,2,0,0,2024,2025,346986.0,412784.0
CHF REAL ESTATE OFCR ME,Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M05,medium,,,,Chief officer below SMG level,N,,,,CHF REAL ESTATE OFCR ME,1,,,4,1,0,0,2022,2025,765209.0,853364.0
CHIEF INFORMATION OFFICER - MC,Senior Management Group,Chief Officer / Regents & UCOP Officers,claude,S08,medium,,,,,N,,,,CHIEF INFORMATION OFFICER - MC,1,,,4,0,0,2,2010,2011,359684.0,
CHIEF OPERATING OFFICER - MC,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,CHIEF OPERATING OFFICER - MC,1,,,4,0,0,2,2010,2011,495816.0,
CHILD DEV CTR TEACHER 1 SUPV,Staff - Professional & Supervisory,Student Services,claude,P-SUPV,high,,,,,N,,,,CHILD DEV CTR TEACHER SUPV,1,,,4,0,0,0,2012,2013,25434.0,
CHILD DEVELOPMENT DEMO LECT,Lecturers (Unit 18),"Other Unit 18 instructional title (Teacher-Special Programs, Demo Teacher, Continuing Educator)",claude,L09,medium,,,,Listed in the UC-AFT Unit 18 recognition clause; verify against the current MOU,N,,,,CHILD DEVELOPMENT DEMO LECT,1,,,4,0,0,2,2010,2011,47399.0,
CHILD LIFE MGR 2,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,CHILD LIFE MGR,2,,,4,1,0,0,2022,2025,174197.0,194594.0
CHRPRSN-SEN ASMBLY & ACAD CNCL,Staff - Support & Operations,General / Unclassified staff,claude,O-ROLE,low,,,,,N,,,,CHRPRSN-SEN ASMBLY & ACAD CNCL,1,,,4,0,0,3,2010,2011,197205.0,
CLIN NURSE (ON CALL),Health Care (Med Center & Clinical),Nursing,claude,H02,high,Med Center,,,,Y,,,,CLIN NURSE (ON CALL),1,,,4,0,4,0,2020,2020,6636.0,
CLIN NURSE MGR 4,Health Care (Med Center & Clinical),Nursing,claude,H02,high,,,,,Y,,,,CLIN NURSE MGR,4,,,4,0,0,0,2012,2015,117095.0,
CLIN NURSE SHS MGR 2,Health Care (Med Center & Clinical),Nursing,claude,H02,high,Staff,,,,Y,,,,CLIN NURSE SHS MGR,2,,,4,0,1,0,2017,2020,156994.0,
CLIN OPS SUPV 1,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,CLIN OPS SHS SUPV,1,CLIN OPS SHS SUPV 1,,4,0,0,0,2016,2016,59982.0,
CMPTL AND DATA SCI RSCH SPEC 1,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,CMPTL AND DATA SCI RSCH SPEC,1,,,4,2,0,0,2023,2025,32699.0,48466.0
CNSLR 3,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,CNSLR,3,,,4,0,1,0,2012,2020,34588.0,
COLLECTIONS MANAGER,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,,,,,N,,,,COLLECTIONS MANAGER,1,,,4,0,0,2,2010,2011,61503.0,
COMM SPEC 3 OP,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,COMM SPEC,3,,,4,0,0,0,2013,2014,80850.0,
COMPENSATION ANALYST 3,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,COMPENSATION ANL,3,COMPENSATION ANL 3,,4,0,0,1,2010,2011,78971.0,
CONSTANT OBSERVER PLA,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,X-SUCCESSOR,medium,,,,inherited from successor title 'HOSP AST PD' (H02),Y,,,,HOSP,0,HOSP AST PD,,4,0,0,0,2024,2024,10387.0,
CONSTRUCTION INSPECTOR 5,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,CONSTRUCTION INSPECTOR,5,,,4,0,0,2,2010,2011,86902.0,
COO INV SVC OCIO,Senior Management Group,Chief Officer / Regents & UCOP Officers,claude,S08,medium,,,,,N,,,,COO INV SVC OCIO,1,,,4,1,0,0,2022,2025,836495.0,883590.0
COO PHYSCN NETWORK,Senior Management Group,Health System Executive,claude,S02,high,,,,UC Health / medical center executive,Y,,,,COO PHYSCN NETWORK,1,,,4,1,0,0,2022,2025,582703.0,662523.0
COORD OF PUBLIC PROGRAMS II,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,COORD OF PUBLIC PROGRAMS,2,,,4,0,0,3,2010,2011,33294.0,
COORD PUBLIC PROG VI NON REP,Other Academic,Miscellaneous academic title,claude,A08,medium,Staff,Y,,CTO 927/928,N,,,,COORD PUB PROG,2,ASSOC COORD PUB PROG NON REP,,4,0,4,0,2020,2020,95635.0,
COUNSELING PSYCHOLOGIST 3 GF,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,CNSLNG PSYCHOLOGIST,3,CNSLNG PSYCHOLOGIST 3 GF,,4,0,0,0,2016,2016,73657.0,
COURSE AUTHOR-UNEX NEX,Other Academic,University Extension (UNEX) teacher / staff,claude,A05,high,,,,"CTO 828; by-agreement Extension instructors, not Unit 18",N,828,UNIVERSITY EXTENSION-OTHER,Other Academic Employees,COURSE AUTHOR-UNEX,1,,,4,0,0,0,2017,2018,18222.0,
DATA SYSTEMS MANAGER 2,Staff - Management,Information Technology,claude,M-ROLE,high,,,,,N,,,,DATA SYSTEMS MANAGER,2,,,4,0,0,2,2010,2011,122243.0,
DATATEL USER SUPP ANALYST,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,DATATEL USER SUPP ANALYST,1,,,4,0,0,0,2018,2019,79857.0,
"DENTIST, EXAMINING",Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,,,,,Y,,,,"DENTIST, EXAMINING",1,,,4,0,0,2,2010,2011,38301.0,
DEPUTY TO THE SENIOR VP,Staff - Support & Operations,General / Unclassified staff,claude,O-ROLE,low,,,,,N,,,,DEPUTY TO THE SENIOR VP,1,,,4,0,0,2,2010,2011,181022.0,
DEPUTY TO THE VICE PRESIDENT,Staff - Support & Operations,General / Unclassified staff,claude,O-ROLE,low,,,,,N,,,,DEPUTY TO THE VICE PRESIDENT,1,,,4,0,0,2,2010,2011,121136.0,
DEVELOPMENT ENGINEER SUPV,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,DEVELOPMENT ENGINEER SUPV,1,,,4,0,0,2,2010,2011,75515.0,
DIETITIAN 1,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,DIETITIAN,1,,,4,0,0,0,2012,2012,21558.0,
DIETITIAN I-SUPVR,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,DIETITIAN-SUPVR,1,,,4,0,0,2,2010,2011,43037.0,
DIRECTOR OF INFORMATION TECH,Staff - Management,Director / Associate / Assistant Director (staff),claude,M02,high,,,,,N,,,,DIRECTOR OF INFORMATION TECH,1,,,4,0,1,0,2020,2023,77717.0,
DIRECTOR OF LEOP,Staff - Management,Director / Associate / Assistant Director (staff),claude,M02,high,,,,,N,,,,DIRECTOR OF LEOP,1,,,4,0,1,0,2020,2023,125244.0,
DIV EQUITY INCL MGR 1,Staff - Management,"Administration, Analysis & Clerical",claude,M-ROLE,high,,,,,N,,,,ACCESS AND ENGMT MGR,1,ACCESS AND ENGMT MGR 1,,4,0,0,0,2023,2023,139817.0,
DIV EQUITY INCL MGR 2,Staff - Management,"Administration, Analysis & Clerical",claude,M-ROLE,high,,,,,N,,,,ACCESS AND ENGMT MGR,2,ACCESS AND ENGMT MGR 2,,4,0,0,0,2022,2023,130082.0,
EARLY CHILDHOOD EDUC SUPV 1,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-SUPV,high,,,,,N,,,,EARLY CHILDHOOD EDUC SUPV,1,,,4,4,0,0,2025,2025,83519.0,83519.0
EH&S SPECIALIST 5,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,EH&S SPECIALIST,5,,,4,0,0,2,2010,2011,86461.0,
ELECTRN AS,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,ELECTRN AS,1,,,4,0,0,0,2021,2022,132967.0,
ELECTRN OPR 3 PD,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,ELECTRN OPR,3,,,4,1,0,0,2023,2025,32134.0,40651.0
"EMPLOYMENT REPRESENTATIVE,ASST",Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,"EMPLOYMENT REPRESENTATIVE,ASST",1,,,4,0,0,2,2010,2011,29289.0,
"ENGINEER, ASSISTANT - SUPVR",Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,"ENGINEER, ASSISTANT - SUPVR",1,,,4,0,0,2,2010,2011,76662.0,
"ENGINEER, STM OPER, APPRENTICE",Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,"ENGINEER, STM OPER, APPRENTICE",1,,,4,0,0,2,2010,2011,62622.0,
"ENGINEERING AID, SR",Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,ENGINEERING AID,2,,,4,0,0,3,2010,2011,21142.0,
ENTERPRISE RISK MGMT ANALYST 2,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,ENTERPRISE RISK MGMT ANALYST,2,,,4,0,0,2,2010,2011,46944.0,
EQUIP OPERATING ENGR,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,EQUIP OPERATING ENGR,1,,,4,0,0,0,2012,2015,72316.0,
EQUIP OPERATING ENGR WORKER LD,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,EQUIP OPERATING ENGR WORKER,3,,,4,0,0,0,2012,2015,73536.0,
EVP COO,Senior Management Group,Vice President,claude,S06,high,,,,,N,,,,EVP COO,1,,,4,1,0,0,2022,2025,494123.0,581449.0
EXEC DIR INNOV ALLNS AND SVC,Staff - Management,Executive Director,claude,M01,medium,,,,Some UCOP Executive Directors are SMG; campus ones are MSP,N,,,,EXEC DIR INNOV ALLNS AND SVC,1,,,4,0,0,0,2013,2016,203698.0,
EXEC DIR RGPO,Staff - Management,Executive Director,claude,M01,medium,,,,Some UCOP Executive Directors are SMG; campus ones are MSP,N,,,,EXEC DIR RGPO,1,,,4,0,0,0,2014,2017,173217.0,
EXECUTIVE ADVISOR MANAGER 3,Staff - Management,Student Services,claude,M-ROLE,high,,,,,N,,,,EXECUTIVE ADVISOR MANAGER,3,,,4,0,0,2,2010,2011,185813.0,
EXHIBITIONS SPEC 4 RP,Staff - Professional & Supervisory,Library & Museum Staff,claude,P-ROLE,high,,,,,N,,,,EXHIBITIONS SPEC,4,,,4,4,0,0,2025,2025,78123.0,78123.0
EXTERNAL RELATIONS MANAGER 3,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,EXTERNAL RELATIONS MANAGER,3,,,4,0,0,2,2010,2011,182507.0,
EXTERNAL RELATIONS SUPR 1,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-SUPV,high,,,,,N,,,,EXTERNAL RELATIONS SUPR,1,,,4,0,0,2,2010,2011,26536.0,
FAC MGT SPEC 4 OP,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,FAC MGT SPEC,4,,,4,0,0,0,2013,2014,89270.0,
FARM MAINTENANCE WORKER,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,FARM MAINTENANCE WORKER,1,,,4,0,0,2,2010,2011,38885.0,
FEDERAL GOVT REL PROFL 4,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,FEDERAL GOVT REL PROFL,4,,,4,0,0,0,2016,2023,122936.0,
FIN ANL SUPV,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,FIN ANL SUPV,1,,,4,0,0,0,2012,2013,53582.0,
FIRE AND SECURITY SYS SUPV,Staff - Professional & Supervisory,"Police, Security & Safety",claude,P-SUPV,high,,,,,N,,,,FIRE AND SECURITY SYS SUPV,1,,,4,0,0,0,2012,2015,79541.0,
FIRE AND SECURITY SYS SUPV AST,Staff - Professional & Supervisory,"Police, Security & Safety",claude,P-SUPV,high,,,,,N,,,,FIRE AND SECURITY SYS SUPV,0,,,4,0,0,0,2014,2015,74824.0,
FIRE SPEC 2 40 HRS,Staff - Professional & Supervisory,"Police, Security & Safety",claude,P-ROLE,high,,,,,N,,,,FIRE SPEC 2 40 HRS,1,,,4,1,0,0,2022,2025,133752.0,158495.0
"FOOD SERVICE MANAGER 1, MC",Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,"FOOD SERVICE MANAGER 1, MC",1,,,4,0,0,2,2010,2011,68015.0,
GENERAL COUNSEL EXEC SECR,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,S07a,high,,,,executive secretary in the General Counsel's office,N,,,,EXEC AST,4,EXEC AST 4,,4,0,0,0,2012,2012,88041.0,
GENERAL SERVICES-OTHER SUPR 1,Staff - Professional & Supervisory,General / Unclassified staff,claude,P-SUPV,low,,,,,N,,,,GENERAL SERVICES-OTHER SUPR,1,,,4,0,0,2,2010,2011,39447.0,
GEOGRAPHIC INFO SYS PROGR 4 RP,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,GEOGRAPHIC INFO SYS PROGR,4,,,4,4,0,0,2025,2025,100326.0,100326.0
"GLASSBLOWER, LABORATORY, PRIN",Staff - Support & Operations,Research Support (staff),claude,O-ROLE,medium,,,,,N,,,,"GLASSBLOWER, LABORATORY",3,,,4,0,0,2,2010,2011,59666.0,
GOVERNMENT REL MGR 1,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,GOVERNMENT REL MGR,1,,,4,0,0,0,2012,2015,92915.0,
GROUNDS SR SUPV NEX,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,GROUNDS SR SUPV,1,,,4,0,0,0,2013,2014,60170.0,
"GROUNDSKEEPER, SR. LEAD",Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,"GROUNDSKEEPER, SR.",3,,,4,0,0,2,2010,2011,48543.0,
HEALTH EDUCATION MANAGER 1,Staff - Management,General / Unclassified staff,claude,M-ROLE,low,,,,,N,,,,HEALTH EDUCATION MANAGER,1,,,4,0,0,2,2010,2011,80808.0,
HEALTH SCIENCES SUPV 2,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-SUPV,high,,,,,N,,,,HEALTH SCIENCES SUPV,2,,,4,4,0,0,2025,2025,113203.0,113203.0
HOME HEALTH NURSE 1,Health Care (Med Center & Clinical),Nursing,claude,H02,high,,,,,Y,,,,HOME HEALTH NURSE,1,,,4,0,0,0,2013,2014,24474.0,
HVAC MECH AS,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,HVAC MECH AS,1,,,4,0,0,0,2021,2022,129448.0,
HVAC SUPVR,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,HVAC SUPVR,1,,,4,0,0,2,2010,2011,58253.0,
INDUSTRY ALLNS SUPV 2,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-SUPV,high,,,,,N,,,,INDUSTRY ALLNS SUPV,2,,,4,0,0,0,2021,2024,129044.0,
INFECTION PREVENTION CRD 5 HX,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,INFECTION PREVENTION CRD,5,,,4,4,0,0,2025,2025,175878.0,175878.0
INFORMATION SYSTEMS MANAGER 4,Staff - Management,General / Unclassified staff,claude,M-ROLE,low,,,,,N,,,,INFORMATION SYSTEMS MANAGER,4,,,4,0,0,2,2010,2011,165843.0,
INSP PLNR EST SR EX,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,INSP PLNR EST,2,,,4,0,0,0,2016,2017,88553.0,
INSP SUPV 2 GF,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,INSP SUPV,2,,,4,0,0,0,2021,2024,147858.0,
INSTL RESEARCH ANALYST 2,Staff - Professional & Supervisory,Research Support (staff),claude,P-ROLE,high,,,,,N,,,,INSTL RESEARCH ANALYST,2,,,4,0,0,3,2010,2011,27310.0,
INSTR-HCOMP,Senate Faculty,Ladder Rank (Professor series),claude,F15,high,,,,,Y,011,PROFESSORIAL-NON-TENURE,Faculty - Ladder-rank and Equivalent,INSTR-HCOMP,1,,,4,0,0,0,2013,2024,83144.0,
INTERN-VET MEDICINE/NON-REP,Health Care (Med Center & Clinical),Medical Intern / Resident,claude,H01,high,,,,CTO 446,Y,,,,INTERN-VET MEDICINE,1,,,4,0,0,1,2010,2011,12323.0,
INTERVENTNL RADLG TCHNO SR PD,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,INTERVENTNL RADLG TCHNO,2,,,4,0,0,0,2023,2024,51489.0,
INV RISK ANL 3,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,INV RISK ANL,3,,,4,0,0,0,2013,2018,158868.0,
IT SECURITY ANALYST 3,Staff - Professional & Supervisory,"Police, Security & Safety",claude,P-ROLE,high,,,,,N,,,,IT SECURITY ANALYST,3,,,4,0,0,2,2010,2011,71865.0,
IT SECURITY ANALYST 5,Staff - Professional & Supervisory,"Police, Security & Safety",claude,P-ROLE,high,,,,,N,,,,IT SECURITY ANALYST,5,,,4,0,0,1,2010,2011,45989.0,
IT SECURITY MGR 2,Staff - Management,"Police, Security & Safety",claude,M-ROLE,high,,,,,N,,,,IT SECURITY MGR,2,,,4,0,0,0,2012,2015,159719.0,
K TO 12 EDUCATOR MGR 3,Staff - Management,Student Services,claude,M-ROLE,high,,,,,N,,,,K TO 12 EDUCATOR MGR,3,,,4,0,0,0,2021,2023,178763.0,
K-12 INSTRUCTOR-AY-1/10,Other Academic,K-12 lab school instructor,claude,A06,high,,,,,N,928,MISCELLANEOUS TITLES-SINGLE TITLES,Other Academic Employees,K-12 INSTRUCTOR-AY-1/10,1,,,4,0,0,0,2018,2021,15595.0,
K-14 ACADEMIC PREP SPEC 2,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,K-14 ACADEMIC PREP SPEC,2,,,4,0,0,2,2010,2011,14678.0,
LEAD BUYER,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,LEAD BUYER,1,,,4,0,0,0,2018,2022,65292.0,
LECT W/SEC-AY-RECALL-1/9TH,Senate Faculty,Recall (retired faculty),claude,F03,high,,,,,N,212,LECTURER-SECURITY OF EMPLOYMENT-RECALL,Other Academic Employees,LECT W/SEC-AY-RECALL-1/9TH,1,,,4,0,0,1,2010,2013,26618.0,
LIBR. ASST V.,Staff - Support & Operations,Library & Museum Staff,claude,O-ROLE,high,,,,,N,,,,LIBR. ASST V.,1,,,4,0,0,0,2018,2019,69920.0,
MAINTENANCE MECHANIC II,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,MAINT MECH,2,MAINT MECH 2,,4,0,0,1,2010,2011,43129.0,
"MAINTENANCE_SUPVR (A), ASST",Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,MAINTENANCE_SUPVR (A),0,,,4,0,0,2,2010,2011,53931.0,
"MECHANIC, ELEVATOR, LEAD",Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,"MECHANIC, ELEVATOR",3,,,4,0,0,2,2010,2011,102274.0,
"MECHANIC, FARM MACHINERY, ASST",Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,"MECHANIC, FARM MACHINERY",0,,,4,0,0,2,2010,2011,37144.0,
"MECHANIC, MAINT., SUPV.",Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,"MECHANIC, MAINT., SUPV.",1,,,4,0,0,2,2010,2011,62323.0,
"MECHANICIAN, LAB, PRIN-MED FAC",Staff - Support & Operations,Research Support (staff),claude,O-ROLE,medium,,,,,N,,,,"MECHANICIAN, LAB, PRIN-MED FAC",1,,,4,0,0,2,2010,2011,64532.0,
"MECHANICIAN, LAB-MED FAC",Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,X-SUCCESSOR,medium,,,,inherited from successor title 'MED CTR LAB MECHN' (H02),Y,,,,MED CTR LAB MECHN,1,MED CTR LAB MECHN,,4,0,0,0,2011,2011,51411.0,
MED CTR ELECTR TCHN SUPV SR,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,MED CTR ELECTR TCHN SUPV,2,,,4,0,0,0,2015,2016,95442.0,
MED PHYSICS SPEC 5,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,MED PHYSICS SPEC,5,,,4,1,0,0,2021,2025,109071.0,166845.0
MED RCDS TCHN,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,MED RCDS TCHN,1,,,4,0,0,0,2012,2015,64221.0,
MED RCDS TCHN AST PD,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,MED RCDS TCHN,0,,,4,4,0,0,2025,2025,41132.0,41132.0
MEDIA COMM SPEC 3 OP,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,MEDIA COMM SPEC,3,,,4,0,0,0,2013,2014,76098.0,
MEDIA COMMUNICATIONS MGR 1,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,MEDIA COMMUNICATIONS MGR,1,,,4,0,0,2,2010,2011,86893.0,
MEDIA COMMUNICATIONS SPEC 5,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,MEDIA COMMUNICATIONS SPEC,5,,,4,0,0,2,2010,2011,78780.0,
"MEDICAL REC ADMINISTRATOR,SR",Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,"MEDICAL REC ADMINISTRATOR,SR",1,,,4,0,0,2,2010,2011,62962.0,
MEDICAL SERVICE DIRECTOR,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,MEDICAL SERVICE DIRECTOR,1,,,4,0,0,2,2010,2011,90197.0,
MEETING ROOM CAPTAIN III(B),Staff - Professional & Supervisory,General / Unclassified staff,claude,P-SUPV,low,,,,,N,,,,MEETING ROOM CAPTAIN III(B),1,,,4,0,0,2,2010,2011,35240.0,
MUSEUM EDUCATION MANAGER 1,Staff - Management,Library & Museum Staff,claude,M-ROLE,high,,,,,N,,,,MUSEUM EDUCATION MANAGER,1,,,4,0,0,2,2010,2011,62314.0,
MUSIC THERAPIST PD,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,MUSIC THERAPIST,1,,,4,0,0,0,2021,2024,26172.0,
NETWORK ENGINEER II,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,NETWORK ENGINEER,2,,,4,0,0,2,2010,2011,122619.0,
NURSE PRACT SUPV 2 NEX,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,,,,,Y,,,,NURSE PRACT SUPV,2,,,4,0,0,0,2016,2017,163679.0,
"NURSE, CLINICAL IV, MANAGER",Health Care (Med Center & Clinical),Nursing,claude,H02,high,,,,,Y,,,,"NURSE, CLINICAL IV, MANAGER",1,,,4,0,0,2,2010,2011,87472.0,
OCCUPATIONAL THER 2 SUPV EX,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,OCCUPATIONAL THER SUPV,2,,,4,0,0,0,2012,2015,92453.0,
